attention,temperature_2m,relative_humidity_2m,precipitation,snow_depth,surface_pressure,cloud_cover,wind_speed_10m,dayofweek,month,day,season,is_weekend,is_month_start,is_month_end,is_quarter_start,days_since_start_of_year,week_day,topattn,ds,unique_id,y
0,8.64,85.5,0,0,999,100,2.545,4,1,1,1,0,1,0,1,0,1,-0.34966955,01/01/2016 00:00,TRUE,0
0,8.586,85.44,0.1,0,999.5,100,2.277,4,1,1,1,0,1,0,1,0,1,0.474393,01/01/2016 01:00,TRUE,0
-0.04256062,8.39,86.6,0,0,999.5,100,1.836,4,1,1,1,0,1,0,1,0,1,1.6343358,01/01/2016 02:00,TRUE,1
0.17554443,7.39,91.44,0,0,999.5,100,3.617,4,1,1,1,0,1,0,1,0,1,0.4265285,01/01/2016 03:00,TRUE,1
0,6.938,93.7,0,0,999,100,3.758,4,1,1,1,0,1,0,1,0,1,-0.44363275,01/01/2016 04:00,TRUE,0
0,6.74,94,0,0,999,100,3.895,4,1,1,1,0,1,0,1,0,1,-0.035846688,01/01/2016 05:00,TRUE,0
0,6.688,92.7,0,0,998.5,100,2.902,4,1,1,1,0,1,0,1,0,1,-0.7622144,01/01/2016 06:00,TRUE,0
-0.21848021,6.84,93.4,0,0,998.5,100,2.277,4,1,1,1,0,1,0,1,0,1,0.4316611,01/01/2016 07:00,TRUE,2
0.003465931,6.14,94.3,0,0,998,81.3,2.969,4,1,1,1,0,1,0,1,0,1,-0.6735235,01/01/2016 08:00,TRUE,2
0,6.938,94,0,0,997.5,61.8,2.902,4,1,1,1,0,1,0,1,0,1,-0.16538276,01/01/2016 09:00,TRUE,0
0,8.79,90.3,0,0,998,50.4,2.305,4,1,1,1,0,1,0,1,0,1,-1.1167977,01/01/2016 10:00,TRUE,0
-0.11263818,10.19,83.9,0,0,997.5,60.6,2.19,4,1,1,1,0,1,0,1,0,1,0.049801826,01/01/2016 11:00,TRUE,1
0,11.086,78.5,0,0,996.5,63.3,2.969,4,1,1,1,0,1,0,1,0,1,-0.34977016,01/01/2016 12:00,TRUE,0
-0.16370252,11.586,74.6,0,0,995,66.9,4.555,4,1,1,1,0,1,0,1,0,1,0.4739632,01/01/2016 13:00,TRUE,1
0,11.586,73.1,0,0,994.5,65.1,3.877,4,1,1,1,0,1,0,1,0,1,1.6356434,01/01/2016 14:00,TRUE,0
0.11732332,11.14,76.9,0,0,993.5,52.5,1.836,4,1,1,1,0,1,0,1,0,1,0.42682505,01/01/2016 15:00,TRUE,1
0,10.54,77.3,0,0,993,46.8,0.805,4,1,1,1,0,1,0,1,0,1,-0.44546488,01/01/2016 16:00,TRUE,0
-0.1791038,10.04,79.1,0,0,992.5,60.9,2.52,4,1,1,1,0,1,0,1,0,1,-0.03438527,01/01/2016 17:00,TRUE,1.999750008
-0.15468809,9.44,81.8,0,0,992.5,79.5,4.023,4,1,1,1,0,1,0,1,0,1,-0.7611828,01/01/2016 18:00,TRUE,0.99973334
-0.3907267,8.54,86.94,0,0,991.5,42.3,6.297,4,1,1,1,0,1,0,1,0,1,0.4323597,01/01/2016 19:00,TRUE,0.000516652
0,7.64,89,0,0,991,68.4,6.695,4,1,1,1,0,1,0,1,0,1,-0.6728566,01/01/2016 20:00,TRUE,0
0,6.74,90.5,0,0,990.5,79.8,8.164,4,1,1,1,0,1,0,1,0,1,-0.16624619,01/01/2016 21:00,TRUE,0
0.046692837,6.54,91.06,0,0,990,100,6.695,4,1,1,1,0,1,0,1,0,1,-1.1168331,01/01/2016 22:00,TRUE,1
0,6.24,88.9,0,0,989.5,100,6.11,4,1,1,1,0,1,0,1,0,1,0.0500998,01/01/2016 23:00,TRUE,0
0,6.39,87.6,0,0,988.5,100,5.117,5,1,2,1,1,0,0,0,1,0,-0.34962127,02/01/2016 00:00,TRUE,0
0,6.438,88.56,0,0,988,100,5.4,5,1,2,1,1,0,0,0,1,0,0.47414693,02/01/2016 01:00,TRUE,0
0,6.438,87.06,0,0,987.5,100,5.86,5,1,2,1,1,0,0,0,1,0,1.6351923,02/01/2016 02:00,TRUE,0
-0.049488906,6.34,85.5,0,0,987.5,100,6.11,5,1,2,1,1,0,0,0,1,0,0.42675507,02/01/2016 03:00,TRUE,1
0,6.14,87.3,0.4,0,987,100,5.69,5,1,2,1,1,0,0,0,1,0,-0.44537592,02/01/2016 04:00,TRUE,0
0,6.29,90.1,0.5,0,986.5,100,5.805,5,1,2,1,1,0,0,0,1,0,-0.034769636,02/01/2016 05:00,TRUE,0
0,6.438,92.06,0.8,0,986,100,5.156,5,1,2,1,1,0,0,0,1,0,-0.7611812,02/01/2016 06:00,TRUE,0
-0.32724443,8.086,84.8,2.1,0,986,100,4.35,5,1,2,1,1,0,0,0,1,0,0.43216974,02/01/2016 07:00,TRUE,1
-0.033314154,8.64,81.75,2.7,0,986.5,100,4.105,5,1,2,1,1,0,0,0,1,0,-0.67304194,02/01/2016 08:00,TRUE,1
0,8.54,82.56,3.1,0,987,100,4.844,5,1,2,1,1,0,0,0,1,0,-0.16629566,02/01/2016 09:00,TRUE,0
0,8.39,86.94,3,0,988,100,4.395,5,1,2,1,1,0,0,0,1,0,-1.1164293,02/01/2016 10:00,TRUE,0
0,8.836,90.94,2,0,988.5,100,3.564,5,1,2,1,1,0,0,0,1,0,0.050133325,02/01/2016 11:00,TRUE,0
-0.20903231,9.29,93.8,1.5,0,988.5,100,3.707,5,1,2,1,1,0,0,0,1,0,-0.34971094,02/01/2016 12:00,TRUE,0.999655021
0.21080458,9.336,93.8,1,0,988.5,100,2.812,5,1,2,1,1,0,0,0,1,0,0.47396088,02/01/2016 13:00,TRUE,0.000344979
0,9.14,92.5,0.7,0,988.5,93.9,2.969,5,1,2,1,1,0,0,0,1,0,1.6356146,02/01/2016 14:00,TRUE,0
0,8.79,91.25,0.3,0,988,100,2.52,5,1,2,1,1,0,0,0,1,0,0.42684013,02/01/2016 15:00,TRUE,0
0,8.086,91.8,0.2,0,988.5,100,4.215,5,1,2,1,1,0,0,0,1,0,-0.4457658,02/01/2016 16:00,TRUE,0
0.123669,6.99,93.7,0,0,988.5,100,4.61,5,1,2,1,1,0,0,0,1,0,-0.034292415,02/01/2016 17:00,TRUE,1
0,6.938,89.9,0,0,989,100,4.9,5,1,2,1,1,0,0,0,1,0,-0.76104265,02/01/2016 18:00,TRUE,0
0,6.938,94.6,0.3,0,989,84,2.902,5,1,2,1,1,0,0,0,1,0,0.43235886,02/01/2016 19:00,TRUE,0
0,6.29,96.6,0.3,0,989.5,97.8,3.617,5,1,2,1,1,0,0,0,1,0,-0.67280763,02/01/2016 20:00,TRUE,0
0,6.188,95.94,0.3,0,989.5,100,3.672,5,1,2,1,1,0,0,0,1,0,-0.16645972,02/01/2016 21:00,TRUE,0
0.12812592,6.09,94.6,0.3,0,989.5,47.7,3.22,5,1,2,1,1,0,0,0,1,0,-1.1165648,02/01/2016 22:00,TRUE,1
0,5.64,94.25,0.2,0,989.5,87.9,3.396,5,1,2,1,1,0,0,0,1,0,0.050137326,02/01/2016 23:00,TRUE,0
0,4.89,95.25,0.2,0,989.5,98.1,2.812,6,1,3,1,1,0,0,0,2,0,-0.34962127,03/01/2016 00:00,TRUE,0
0,4.438,95.2,0.1,0,988.5,100,2.305,6,1,3,1,1,0,0,0,2,0,0.47414696,03/01/2016 01:00,TRUE,0
0,3.889,94.9,0,0,988.5,100,2.1,6,1,3,1,1,0,0,0,2,0,1.6351923,03/01/2016 02:00,TRUE,0
0.082357034,4.39,91.94,0,0,988.5,100,2.545,6,1,3,1,1,0,0,0,2,0,0.426755,03/01/2016 03:00,TRUE,1
0,4.49,91.25,0.2,0,988,100,1.8,6,1,3,1,1,0,0,0,2,0,-0.4453755,03/01/2016 04:00,TRUE,0
0,3.988,92.9,0,0,987.5,100,3.098,6,1,3,1,1,0,0,0,2,0,-0.034769733,03/01/2016 05:00,TRUE,0
0,3.639,93.8,0,0,987,100,3.098,6,1,3,1,1,0,0,0,2,0,-0.76118106,03/01/2016 06:00,TRUE,0
-0.093148075,4.99,95.56,0,0,986,74.1,3.895,6,1,3,1,1,0,0,0,2,0,0.43217003,03/01/2016 07:00,TRUE,0.999295027
-0.012097289,5.09,94.56,0,0,986,72.6,2.16,6,1,3,1,1,0,0,0,2,0,-0.67304164,03/01/2016 08:00,TRUE,0.000704973
0,5.39,95.94,0,0,986,80.7,3.396,6,1,3,1,1,0,0,0,2,0,-0.16629545,03/01/2016 09:00,TRUE,0
0,6.438,91.7,0,0,984.5,67.8,3.396,6,1,3,1,1,0,0,0,2,0,-1.1164298,03/01/2016 10:00,TRUE,0
0,7.04,86.8,0,0,983.5,100,3.977,6,1,3,1,1,0,0,0,2,0,0.05013324,03/01/2016 11:00,TRUE,0
0.07170923,7.54,81.9,0,0,982.5,100,5.805,6,1,3,1,1,0,0,0,2,0,-0.3499574,03/01/2016 12:00,TRUE,1.998605009
-0.13178237,8.04,75.9,0,0,980.5,86.1,6.727,6,1,3,1,1,0,0,0,2,0,0.4733922,03/01/2016 13:00,TRUE,0.001394991
0,8.39,72.06,0,0,979.5,49.2,6.215,6,1,3,1,1,0,0,0,2,0,1.6369791,03/01/2016 14:00,TRUE,0
0,8.19,73.8,0,0,979,89.7,5.77,6,1,3,1,1,0,0,0,2,0,0.42712396,03/01/2016 15:00,TRUE,0
0,7.438,77.1,0,0,977.5,90,9.51,6,1,3,1,1,0,0,0,2,0,-0.44702744,03/01/2016 16:00,TRUE,0
-0.050040144,6.54,80.3,0,0,976.5,89.4,10.37,6,1,3,1,1,0,0,0,2,0,-0.03277907,03/01/2016 17:00,TRUE,1
0,6.29,80.25,0.4,0,975.5,92.7,11.21,6,1,3,1,1,0,0,0,2,0,-0.76057,03/01/2016 18:00,TRUE,0
0,6.09,82.25,0.3,0,975,100,11.54,6,1,3,1,1,0,0,0,2,0,0.43297577,03/01/2016 19:00,TRUE,0
0,5.89,84.25,0.9,0,975,100,11.97,6,1,3,1,1,0,0,0,2,0,-0.6720671,03/01/2016 20:00,TRUE,0
0,5.438,86.6,1.5,0,974.5,100,13.72,6,1,3,1,1,0,0,0,2,0,-0.16700883,03/01/2016 21:00,TRUE,0
-0.019641733,5.39,89.1,1.8,0.01,974.5,100,14.08,6,1,3,1,1,0,0,0,2,0,-1.1169803,03/01/2016 22:00,TRUE,1
0,5.54,90.06,1.6,0.01,974,100,15.19,6,1,3,1,1,0,0,0,2,0,0.050171725,03/01/2016 23:00,TRUE,0
0,5.938,88.9,0.7,0.01,973,100,15.12,0,1,4,1,0,0,0,0,3,1,-0.3498781,04/01/2016 00:00,TRUE,0
0,6.04,87.3,0.1,0.01,973,100,14.62,0,1,4,1,0,0,0,0,3,1,0.4735827,04/01/2016 01:00,TRUE,0
-0.014390886,6.04,86.4,0,0.01,972.5,84.3,13.49,0,1,4,1,0,0,0,0,3,1,1.6365092,04/01/2016 02:00,TRUE,0.999178365
0.044814527,5.74,86.7,0,0.01,972.5,74.4,11.016,0,1,4,1,0,0,0,0,3,1,0.4270246,04/01/2016 03:00,TRUE,0.000821635
0,4.89,86.25,0.1,0.01,972.5,100,12.23,0,1,4,1,0,0,0,0,3,1,-0.4465944,04/01/2016 04:00,TRUE,0
-0.042843115,4.39,82.6,0,0.01,972,100,9.88,0,1,4,1,0,0,0,0,3,1,-0.03329941,04/01/2016 05:00,TRUE,1.999783333
0.10497723,3.889,79.4,0,0.01,972,83.4,9.72,0,1,4,1,0,0,0,0,3,1,-0.7607414,04/01/2016 06:00,TRUE,1.000216667
-0.18022895,5.39,86,0.2,0.01,972.5,39.9,11.164,0,1,4,1,0,0,0,0,3,1,0.4327589,04/01/2016 07:00,TRUE,9
-0.123784006,5.49,86.6,0.6,0.01,973,52.5,9.78,0,1,4,1,0,0,0,0,3,1,-0.6723204,04/01/2016 08:00,TRUE,3
-0.12903534,6.34,91.06,0.7,0.01,973.5,43.5,8.41,0,1,4,1,0,0,0,0,3,1,-0.16681685,04/01/2016 09:00,TRUE,3.999661664
0.035472542,7.688,88.7,0.4,0.02,973.5,54.6,10.164,0,1,4,1,0,0,0,0,3,1,-1.1168346,04/01/2016 10:00,TRUE,4.000338336
-0.14921322,8.79,83.44,0.2,0.01,973,87.9,11.3,0,1,4,1,0,0,0,0,3,1,0.050157953,04/01/2016 11:00,TRUE,5
-0.13999005,9.29,80.1,0.2,0.01,972.5,62.1,10.19,0,1,4,1,0,0,0,0,3,1,-0.34979245,04/01/2016 12:00,TRUE,3.999588336
0.12425033,8.64,80.3,0.2,0.01,972,35.1,11.52,0,1,4,1,0,0,0,0,3,1,0.47336447,04/01/2016 13:00,TRUE,3.99883341
-0.238629,8.89,76.56,0.1,0.01,971.5,76.8,8.5,0,1,4,1,0,0,0,0,3,1,1.6394056,04/01/2016 14:00,TRUE,4.00110659
-0.2927096,8.69,80.06,0,0.01,971.5,42,6.12,0,1,4,1,0,0,0,0,3,1,0.42761207,04/01/2016 15:00,TRUE,3.998793303
0.045297798,8.14,81.4,0,0.01,971.5,61.5,8.555,0,1,4,1,0,0,0,0,3,1,-0.44991952,04/01/2016 16:00,TRUE,4.001145037
-0.025827289,7.14,87.1,0,0.01,971.5,57.9,9.336,0,1,4,1,0,0,0,0,3,1,-0.031149311,04/01/2016 17:00,TRUE,4.000533324
0.006813208,6.54,88.9,0.2,0.01,971,100,9.18,0,1,4,1,0,0,0,0,3,1,-0.7575083,04/01/2016 18:00,TRUE,4
-0.053242493,6.24,88.25,0.1,0.01,971.5,100,9.11,0,1,4,1,0,0,0,0,3,1,0.4345076,04/01/2016 19:00,TRUE,1
-0.10986254,6.09,90.44,0.7,0.01,971,100,8.766,0,1,4,1,0,0,0,0,3,1,-0.67152417,04/01/2016 20:00,TRUE,1
-0.010513991,5.79,93.6,1.2,0.01,971,100,8.21,0,1,4,1,0,0,0,0,3,1,-0.16797191,04/01/2016 21:00,TRUE,1
0,5.74,93.94,1.1,0.01,970.5,100,8.28,0,1,4,1,0,0,0,0,3,1,-1.1177518,04/01/2016 22:00,TRUE,0
0,5.79,94.25,0.9,0.01,970.5,100,7.92,0,1,4,1,0,0,0,0,3,1,0.05141324,04/01/2016 23:00,TRUE,0
-0.001919126,5.79,94.6,0.8,0.01,970.5,100,7.695,1,1,5,1,0,0,0,0,4,1,-0.3494212,05/01/2016 00:00,TRUE,1
0,5.938,94.25,0.6,0.01,971,100,7.695,1,1,5,1,0,0,0,0,4,1,0.47440672,05/01/2016 01:00,TRUE,0
0,5.79,93.94,0.8,0.01,971,83.7,7.863,1,1,5,1,0,0,0,0,4,1,1.6363765,05/01/2016 02:00,TRUE,0
-0.02655507,5.29,91.3,0.5,0.01,972,66.9,8.21,1,1,5,1,0,0,0,0,4,1,0.42697352,05/01/2016 03:00,TRUE,1
0,4.24,91.9,0.4,0.02,972,47.7,8.125,1,1,5,1,0,0,0,0,4,1,-0.4467245,05/01/2016 04:00,TRUE,0
0,3.889,89.3,0.2,0.02,972,38.4,8.65,1,1,5,1,0,0,0,0,4,1,-0.034305695,05/01/2016 05:00,TRUE,0
-0.083524324,3.19,88.94,0.3,0.02,972.5,33,8.766,1,1,5,1,0,0,0,0,4,1,-0.7592391,05/01/2016 06:00,TRUE,1
-0.08890053,3.238,81.56,0.5,0.02,973,15,9.18,1,1,5,1,0,0,0,0,4,1,0.43300462,05/01/2016 07:00,TRUE,2.99848852
-0.034849394,2.988,81.25,0.2,0.02,973.5,33.6,8.375,1,1,5,1,0,0,0,0,4,1,-0.67303723,05/01/2016 08:00,TRUE,3.99908819
-0.137064,4.938,89.06,0,0.02,974,11.4,7.09,1,1,5,1,0,0,0,0,4,1,-0.1666582,05/01/2016 09:00,TRUE,5.00081829
-0.06833542,7.79,81.6,0,0.02,974,15.6,6.57,1,1,5,1,0,0,0,0,4,1,-1.116936,05/01/2016 10:00,TRUE,4.001466674
-0.14306593,8.49,73.56,0.1,0.02,973.5,21.9,8.7,1,1,5,1,0,0,0,0,4,1,0.050991856,05/01/2016 11:00,TRUE,3.998543381
-0.08339462,8.74,71.06,0,0.02,973,16.8,10.97,1,1,5,1,0,0,0,0,4,1,-0.34940526,05/01/2016 12:00,TRUE,4.001594946
-0.04725298,9.336,65,0,0.02,972.5,9.6,9.93,1,1,5,1,0,0,0,0,4,1,0.4745501,05/01/2016 13:00,TRUE,4.999316709
-0.06767485,9.586,61.9,0,0.02,972.5,47.4,10.44,1,1,5,1,0,0,0,0,4,1,1.635963,05/01/2016 14:00,TRUE,4.000683291
-0.05665794,9.24,64.25,0,0.02,972.5,53.7,7.145,1,1,5,1,0,0,0,0,4,1,0.42688012,05/01/2016 15:00,TRUE,6.99880508
-0.034400683,8.64,65.06,0,0.02,972.5,49.5,7.992,1,1,5,1,0,0,0,0,4,1,-0.4460599,05/01/2016 16:00,TRUE,3.999994926
-0.029685795,7.938,66.3,0,0.02,973,29.4,8.05,1,1,5,1,0,0,0,0,4,1,-0.034770638,05/01/2016 17:00,TRUE,3.999833289
0.06867537,7.24,69.3,0,0.02,973.5,39.9,7.56,1,1,5,1,0,0,0,0,4,1,-0.7597087,05/01/2016 18:00,TRUE,4.998350074
-0.17638199,6.59,75.6,0,0.02,974,39.9,7.42,1,1,5,1,0,0,0,0,4,1,0.43273878,05/01/2016 19:00,TRUE,1.003016631
0.079802014,5.59,79.3,0,0.02,974.5,49.8,7.09,1,1,5,1,0,0,0,0,4,1,-0.67325854,05/01/2016 20:00,TRUE,1
0,4.34,82.6,0,0.02,974.5,42.3,7.1,1,1,5,1,0,0,0,0,4,1,-0.16638777,05/01/2016 21:00,TRUE,0
0,3.34,84.9,0,0.02,974,56.1,6.38,1,1,5,1,0,0,0,0,4,1,-1.1169314,05/01/2016 22:00,TRUE,0
-0.1745044,2.19,87.56,0,0.02,974,77.1,7.77,1,1,5,1,0,0,0,0,4,1,0.050838217,05/01/2016 23:00,TRUE,1
0,1.089,91.4,0,0.02,974,57.6,7.73,2,1,6,1,0,0,0,0,5,1,-0.34949443,06/01/2016 00:00,TRUE,0
0,1.139,92.7,0,0.02,974,60.3,7.414,2,1,6,1,0,0,0,0,5,1,0.4741349,06/01/2016 01:00,TRUE,0
0,0.739,93.4,0,0.02,974.5,60.9,6.793,2,1,6,1,0,0,0,0,5,1,1.6372806,06/01/2016 02:00,TRUE,0
0.04579471,0.689,93.4,0,0.02,974.5,63.3,6.297,2,1,6,1,0,0,0,0,5,1,0.42716348,06/01/2016 03:00,TRUE,1
0,0.889,93,0,0.02,974.5,74.4,6.195,2,1,6,1,0,0,0,0,5,1,-0.44788462,06/01/2016 04:00,TRUE,0
0,0.839,92.7,0,0.02,974.5,69,6.195,2,1,6,1,0,0,0,0,5,1,-0.03338549,06/01/2016 05:00,TRUE,0
0.1161319,0.939,92.4,0,0.02,974,81.6,6.49,2,1,6,1,0,0,0,0,5,1,-0.75845355,06/01/2016 06:00,TRUE,1
-0.028270984,0.639,92.3,0,0.02,974.5,97.2,6.41,2,1,6,1,0,0,0,0,5,1,0.4335114,06/01/2016 07:00,TRUE,3
-0.04631005,1.589,93.06,0,0.02,974.5,86.7,7.2,2,1,6,1,0,0,0,0,5,1,-0.6726188,06/01/2016 08:00,TRUE,4.998350008
0.06266131,3.639,91.56,0.1,0.02,975.5,100,7.895,2,1,6,1,0,0,0,0,5,1,-0.1671168,06/01/2016 09:00,TRUE,7.001649992
0.079299495,5.188,87.9,0.3,0.02,976,100,6.766,2,1,6,1,0,0,0,0,5,1,-1.1171029,06/01/2016 10:00,TRUE,6
-0.31024095,5.34,89.75,0.7,0.02,976.5,100,10.69,2,1,6,1,0,0,0,0,5,1,0.051233657,06/01/2016 11:00,TRUE,6.998316654
0.027066708,4.89,94.9,1,0.02,977,100,8.41,2,1,6,1,0,0,0,0,5,1,-0.34978396,06/01/2016 12:00,TRUE,4.99989505
0.20454776,4.688,96.56,1.4,0.02,977,100,8.35,2,1,6,1,0,0,0,0,5,1,0.47328693,06/01/2016 13:00,TRUE,5.001788296
-0.049323667,5.09,93.94,0.5,0.03,977.5,100,7.074,2,1,6,1,0,0,0,0,5,1,1.6395133,06/01/2016 14:00,TRUE,5
-0.063660905,4.64,94.9,0.7,0.03,977.5,99.3,6.617,2,1,6,1,0,0,0,0,5,1,0.4276756,06/01/2016 15:00,TRUE,6.998028383
-0.13060558,4.09,97.25,0.2,0.03,977.5,97.2,5.96,2,1,6,1,0,0,0,0,5,1,-0.45022666,06/01/2016 16:00,TRUE,5.001971617
-0.12657966,3.488,96.2,0.3,0.03,978.5,100,6.29,2,1,6,1,0,0,0,0,5,1,-0.030826174,06/01/2016 17:00,TRUE,5.999771668
0.19414246,3.44,94.5,0.2,0.03,978.5,100,5.35,2,1,6,1,0,0,0,0,5,1,-0.75722647,06/01/2016 18:00,TRUE,5.998578359
0.139627,4.34,90.94,0.4,0.03,979,100,5.35,2,1,6,1,0,0,0,0,5,1,0.43473384,06/01/2016 19:00,TRUE,1.001649973
0,3.738,92.2,0.5,0.04,979,100,6.13,2,1,6,1,0,0,0,0,5,1,-0.6711888,06/01/2016 20:00,TRUE,0
0.30917445,3.34,94.5,0.3,0.04,979,100,4.844,2,1,6,1,0,0,0,0,5,1,-0.16800651,06/01/2016 21:00,TRUE,0.998344989
-0.17008573,2.69,94.8,0.3,0.04,978,100,6.49,2,1,6,1,0,0,0,0,5,1,-1.1177702,06/01/2016 22:00,TRUE,0.001655011
0,2.94,95.5,0,0.04,978.5,87.6,7.145,2,1,6,1,0,0,0,0,5,1,0.0515291,06/01/2016 23:00,TRUE,0
0,2.94,94.5,0,0.04,977.5,55.8,6.367,3,1,7,1,0,0,0,0,6,1,-0.3498852,07/01/2016 00:00,TRUE,0
-0.038547236,2.29,93.75,0,0.04,977,79.8,6.637,3,1,7,1,0,0,0,0,6,1,0.47310907,07/01/2016 01:00,TRUE,1
0,1.989,93.06,0,0.04,977.5,91.5,6.695,3,1,7,1,0,0,0,0,6,1,1.6394231,07/01/2016 02:00,TRUE,0
0,2.238,92.1,0,0.04,977,91.8,7.29,3,1,7,1,0,0,0,0,6,1,0.4276753,07/01/2016 03:00,TRUE,0
-0.016576624,2.488,92.1,0.1,0.04,975.5,90,8.67,3,1,7,1,0,0,0,0,6,1,-0.45018125,07/01/2016 04:00,TRUE,2
0,2.69,92.44,0.4,0.04,975.5,90,7.79,3,1,7,1,0,0,0,0,6,1,-0.030654108,07/01/2016 05:00,TRUE,0
0,3.09,92.5,0.8,0.04,975,100,9.11,3,1,7,1,0,0,0,0,6,1,-0.7574817,07/01/2016 06:00,TRUE,0
-0.06278794,3.389,91.5,1.9,0.05,975.5,100,10.7,3,1,7,1,0,0,0,0,6,1,0.43471164,07/01/2016 07:00,TRUE,1
-0.10413257,3.738,91.56,2,0.06,975,100,11.97,3,1,7,1,0,0,0,0,6,1,-0.6709912,07/01/2016 08:00,TRUE,4
0.12820083,4.24,90.6,2.2,0.06,975.5,100,13.57,3,1,7,1,0,0,0,0,6,1,-0.16796206,07/01/2016 09:00,TRUE,3.999261691
-0.004332555,4.99,89.7,1.8,0.07,974.5,100,15.195,3,1,7,1,0,0,0,0,6,1,-1.1177535,07/01/2016 10:00,TRUE,6.000033336
0.121364035,5.74,88.5,1.5,0.07,973.5,100,16.62,3,1,7,1,0,0,0,0,6,1,0.051392894,07/01/2016 11:00,TRUE,4.000704973
-0.005988916,6.59,86.44,0.7,0.07,973.5,100,16.95,3,1,7,1,0,0,0,0,6,1,-0.3493986,07/01/2016 12:00,TRUE,5
-0.097298,7.29,85.94,0.4,0.06,974,100,16.34,3,1,7,1,0,0,0,0,6,1,0.47420225,07/01/2016 13:00,TRUE,3
0.05584166,7.438,86.8,0.4,0.06,975.5,100,13.086,3,1,7,1,0,0,0,0,6,1,1.6367605,07/01/2016 14:00,TRUE,3
-0.031643715,8.04,86.9,0.7,0.06,976.5,100,8.71,3,1,7,1,0,0,0,0,6,1,0.42710817,07/01/2016 15:00,TRUE,3
-0.20771722,7.54,89,0.6,0.06,977.5,100,8.65,3,1,7,1,0,0,0,0,6,1,-0.44800287,07/01/2016 16:00,TRUE,5.999633344
-0.07793128,8.04,78.56,0.6,0.06,979,100,6.29,3,1,7,1,0,0,0,0,6,1,-0.033598155,07/01/2016 17:00,TRUE,4.000366656
0.058575492,7.14,80.1,0.7,0.06,979.5,76.2,4.555,3,1,7,1,0,0,0,0,6,1,-0.7581395,07/01/2016 18:00,TRUE,2
0.082276516,7.64,74.75,0.4,0.06,981,91.8,4.2,3,1,7,1,0,0,0,0,6,1,0.4335567,07/01/2016 19:00,TRUE,1.999249996
0.10834885,5.89,81.6,0.5,0.06,981,83.7,4.695,3,1,7,1,0,0,0,0,6,1,-0.6724911,07/01/2016 20:00,TRUE,0.000750004
0,4.84,85.7,0.1,0.06,981.5,99.9,4.844,3,1,7,1,0,0,0,0,6,1,-0.16701184,07/01/2016 21:00,TRUE,0
0,4.59,86.56,0.1,0.06,981.5,100,5.4,3,1,7,1,0,0,0,0,6,1,-1.1168079,07/01/2016 22:00,TRUE,0
0.023008516,4.14,89.6,0,0.06,982,100,4.61,3,1,7,1,0,0,0,0,6,1,0.051426355,07/01/2016 23:00,TRUE,1
0,4.09,91.56,0,0.06,981.5,84.3,5.625,4,1,8,1,0,0,0,0,7,1,-0.34961155,08/01/2016 00:00,TRUE,0
0,4.24,92.56,0,0.06,981,95.4,5.117,4,1,8,1,0,0,0,0,7,1,0.47371852,08/01/2016 01:00,TRUE,0
-0.06509424,4.39,94.56,0,0.06,981,97.8,3.826,4,1,8,1,0,0,0,0,7,1,1.637516,08/01/2016 02:00,TRUE,1
0,4.438,95.2,0.2,0.06,981,93.6,4.074,4,1,8,1,0,0,0,0,7,1,0.42726195,08/01/2016 03:00,TRUE,0
0,4.49,95.56,0.2,0.06,980.5,100,3.318,4,1,8,1,0,0,0,0,7,1,-0.44851506,08/01/2016 04:00,TRUE,0
0.012299371,4.59,95.2,0,0.06,980.5,100,3.826,4,1,8,1,0,0,0,0,7,1,-0.03257236,08/01/2016 05:00,TRUE,1
0,4.34,94.9,0,0.06,980.5,100,4.844,4,1,8,1,0,0,0,0,7,1,-0.75869656,08/01/2016 06:00,TRUE,0
0.003734281,4.938,93.25,0.1,0.06,980.5,100,4.9,4,1,8,1,0,0,0,0,7,1,0.43357092,08/01/2016 07:00,TRUE,2
-0.12198559,5.34,92.94,0,0.06,980,100,5.19,4,1,8,1,0,0,0,0,7,1,-0.67206496,08/01/2016 08:00,TRUE,6
-0.33901456,6.34,92,0,0.06,980,100,6.195,4,1,8,1,0,0,0,0,7,1,-0.16755424,08/01/2016 09:00,TRUE,5.996838391
-0.038715288,7.34,90.5,0,0.06,979.5,100,6.793,4,1,8,1,0,0,0,0,7,1,-1.1167629,08/01/2016 10:00,TRUE,3.003161609
-0.07014003,8.44,89.4,0.1,0.06,979,100,5.19,4,1,8,1,0,0,0,0,7,1,0.051010415,08/01/2016 11:00,TRUE,6.998916762
-0.18591274,10.086,88,0,0.05,978.5,100,7.902,4,1,8,1,0,0,0,0,7,1,-0.3496163,08/01/2016 12:00,TRUE,4.998388327
0.037199814,10.336,87.1,0.2,0.05,977.5,100,10.664,4,1,8,1,0,0,0,0,7,1,0.47354493,08/01/2016 13:00,TRUE,4.002694911
-0.13624245,10.74,86.9,0,0.05,977.5,100,12.29,4,1,8,1,0,0,0,0,7,1,1.6384275,08/01/2016 14:00,TRUE,5.999128319
-0.11690217,10.74,86.9,0,0.05,977,100,12.33,4,1,8,1,0,0,0,0,7,1,0.4274596,08/01/2016 15:00,TRUE,5.999326691
-0.21688335,10.24,87.1,0,0.04,977,100,11.93,4,1,8,1,0,0,0,0,7,1,-0.4497556,08/01/2016 16:00,TRUE,5.00154499
