RRP,dayofweek,month,day,season,is_weekend,is_month_start,is_month_end,is_quarter_start,topattn,attention,temperature_2m,relative_humidity_2m,precipitation,surface_pressure,cloud_cover,wind_speed_10m,ds,unique_id,y
67.79,1,8,21,3,0,0,0,0,0.5438378,0.057005662,11.93,62.88,0.0,1013.5,100.0,18.95,2018-08-21 02:00:00,True,4628.02
62.07,1,8,21,3,0,0,0,0,-0.5202424,0.16297203,11.78,64.4,0.1,1012.5,100.0,19.25,2018-08-21 03:00:00,True,4369.32
54.38,1,8,21,3,0,0,0,0,-0.9591799,0.08623001,11.68,64.6,0.1,1012.0,100.0,16.45,2018-08-21 04:00:00,True,4225.8
63.17,1,8,21,3,0,0,0,0,1.2049763,-0.0466596,11.18,71.56,0.0,1012.0,100.0,15.0,2018-08-21 05:00:00,True,4304.89
90.12,1,8,21,3,0,0,0,0,0.26092747,0.20855017,10.93,72.5,0.0,1012.0,100.0,13.555,2018-08-21 06:00:00,True,4796.2
233.45,1,8,21,3,0,0,0,0,0.051761776,0.014067538,10.73,72.75,0.0,1012.0,100.0,13.44,2018-08-21 07:00:00,True,5819.44
253.71,1,8,21,3,0,0,0,0,-0.08712801,0.15003385,10.125,75.7,0.0,1012.5,100.0,12.24,2018-08-21 08:00:00,True,6438.93
105.99,1,8,21,3,0,0,0,0,-0.14892423,-0.022725275,9.53,79.06,0.0,1013.0,100.0,12.62,2018-08-21 09:00:00,True,6439.67
95.5,1,8,21,3,0,0,0,0,-0.09263372,0.1876852,9.125,80.4,0.0,1013.0,100.0,11.52,2018-08-21 10:00:00,True,6256.91
87.37,1,8,21,3,0,0,0,0,0.4657657,0.053759437,9.08,80.4,0.0,1013.5,100.0,10.14,2018-08-21 11:00:00,True,6010.47
67.35,1,8,21,3,0,0,0,0,-0.24048297,0.12198893,8.98,84.6,0.0,1013.5,100.0,10.445,2018-08-21 12:00:00,True,5889.72
71.0,1,8,21,3,0,0,0,0,-0.042532273,-0.033072382,8.78,86.06,0.0,1013.0,100.0,8.71,2018-08-21 13:00:00,True,5889.67
82.08,1,8,21,3,0,0,0,0,0.5426277,0.3274807,8.53,86.94,0.0,1013.0,100.0,7.863,2018-08-21 14:00:00,True,5994.84
77.93,1,8,21,3,0,0,0,0,-0.51559585,0.09939807,8.28,87.5,0.0,1013.0,100.0,7.57,2018-08-21 15:00:00,True,5938.34
85.74,1,8,21,3,0,0,0,0,-0.96006,0.21727502,8.23,87.5,0.0,1013.0,100.0,7.414,2018-08-21 16:00:00,True,6081.77
95.28,1,8,21,3,0,0,0,0,1.208924,0.005901193,8.125,87.8,0.0,1013.0,100.0,7.246,2018-08-21 17:00:00,True,6436.69
190.14,1,8,21,3,0,0,0,0,0.2625097,0.09010581,8.125,87.5,0.0,1012.5,100.0,6.727,2018-08-21 18:00:00,True,6884.97
290.0,1,8,21,3,0,0,0,0,0.04838738,0.21944897,7.93,88.4,0.0,1013.0,100.0,5.69,2018-08-21 19:00:00,True,7070.23
291.97,1,8,21,3,0,0,0,0,-0.08687456,-0.11578026,7.63,89.94,0.0,1013.5,100.0,5.484,2018-08-21 20:00:00,True,6787.89
103.25,1,8,21,3,0,0,0,0,-0.14797862,0.15046275,6.977,93.4,0.0,1014.0,93.0,5.316,2018-08-21 21:00:00,True,6406.47
102.73,1,8,21,3,0,0,0,0,-0.095792174,0.23725641,8.18,87.8,0.0,1014.5,80.1,4.336,2018-08-21 22:00:00,True,5966.38
99.35,1,8,21,3,0,0,0,0,0.4665043,0.35308322,9.28,81.8,0.0,1015.0,51.6,3.098,2018-08-21 23:00:00,True,5467.96
100.27,2,8,22,3,0,0,0,0,-0.2408242,0.12644844,10.125,79.1,0.0,1015.0,100.0,2.742,2018-08-22 00:00:00,True,5514.11
84.25,2,8,22,3,0,0,0,0,-0.042893864,0.18148048,11.43,70.6,0.0,1015.0,100.0,3.416,2018-08-22 01:00:00,True,5115.86
80.26,2,8,22,3,0,0,0,0,0.5445968,-0.032830823,12.33,64.06,0.2,1014.5,91.2,4.9,2018-08-22 02:00:00,True,4823.14
62.32,2,8,22,3,0,0,0,0,-0.5212357,0.17130299,12.625,61.75,0.0,1014.0,89.1,3.396,2018-08-22 03:00:00,True,4557.32
52.99,2,8,22,3,0,0,0,0,-0.9588921,0.006204506,13.48,57.62,0.0,1013.0,51.3,3.895,2018-08-22 04:00:00,True,4437.67
54.58,2,8,22,3,0,0,0,0,1.2039435,0.22426987,13.93,53.28,0.0,1013.0,89.7,3.707,2018-08-22 05:00:00,True,4503.08
71.16,2,8,22,3,0,0,0,0,0.25970495,0.109675206,13.58,54.72,0.0,1013.0,57.6,1.61,2018-08-22 06:00:00,True,4940.08
209.77,2,8,22,3,0,0,0,0,0.051634148,0.15372467,12.83,60.3,0.0,1013.5,79.8,1.938,2018-08-22 07:00:00,True,5946.65
150.91,2,8,22,3,0,0,0,0,-0.08756699,0.27460358,11.03,73.8,0.0,1014.5,100.0,5.055,2018-08-22 08:00:00,True,6523.23
92.0,2,8,22,3,0,0,0,0,-0.1492,0.13775243,9.83,79.7,0.0,1015.0,97.5,6.926,2018-08-22 09:00:00,True,6391.57
80.4,2,8,22,3,0,0,0,0,-0.09192996,-0.075324565,9.48,76.1,0.0,1015.0,63.6,5.86,2018-08-22 10:00:00,True,6066.82
84.82,2,8,22,3,0,0,0,0,0.4649737,-0.04699902,9.28,77.4,0.0,1015.5,78.6,8.164,2018-08-22 11:00:00,True,5860.98
77.74,2,8,22,3,0,0,0,0,-0.24052592,0.18876731,9.125,83.5,0.0,1015.5,35.4,7.895,2018-08-22 12:00:00,True,5608.66
84.46,2,8,22,3,0,0,0,0,-0.042249933,0.15666156,8.125,88.75,0.0,1016.0,23.4,8.66,2018-08-22 13:00:00,True,5654.57
91.69,2,8,22,3,0,0,0,0,0.5432768,-0.014629491,6.93,92.4,0.0,1015.5,16.8,6.99,2018-08-22 14:00:00,True,5685.66
80.83,2,8,22,3,0,0,0,0,-0.5166009,0.35908937,5.277,94.56,0.0,1015.0,8.1,6.52,2018-08-22 15:00:00,True,5693.11
91.87,2,8,22,3,0,0,0,0,-0.9598762,0.105314285,5.027,92.6,0.0,1015.5,3.0,6.926,2018-08-22 16:00:00,True,5798.14
103.49,2,8,22,3,0,0,0,0,1.208025,0.2739177,4.777,91.3,0.0,1015.0,0.6,7.234,2018-08-22 17:00:00,True,6181.63
218.95,2,8,22,3,0,0,0,0,0.26155213,0.19668584,4.027,91.9,0.0,1015.0,0.6,8.05,2018-08-22 18:00:00,True,6609.1
279.71,2,8,22,3,0,0,0,0,0.04852788,0.38108587,3.629,92.5,0.0,1016.0,0.6,8.23,2018-08-22 19:00:00,True,6771.11
106.84,2,8,22,3,0,0,0,0,-0.08718653,0.17108025,3.277,92.8,0.0,1016.5,0.6,7.902,2018-08-22 20:00:00,True,6490.85
101.44,2,8,22,3,0,0,0,0,-0.14819969,0.09807921,2.979,92.5,0.0,1016.5,0.6,7.42,2018-08-22 21:00:00,True,6136.42
80.44,2,8,22,3,0,0,0,0,-0.09509951,-0.076965,5.83,83.4,0.0,1017.5,0.6,8.945,2018-08-22 22:00:00,True,5729.15
73.07,2,8,22,3,0,0,0,0,0.46591893,0.120346874,9.03,72.1,0.0,1018.0,2.1,7.594,2018-08-22 23:00:00,True,5277.26
73.98,3,8,23,3,0,0,0,0,-0.24087448,-0.040115926,11.53,69.94,0.0,1018.0,1.2,7.492,2018-08-23 00:00:00,True,5328.09
62.5,3,8,23,3,0,0,0,0,-0.042563453,0.07647112,13.98,63.78,0.0,1018.0,2.1,7.754,2018-08-23 01:00:00,True,4976.39
41.84,3,8,23,3,0,0,0,0,0.5463107,0.18361795,15.53,52.25,0.0,1017.5,71.7,7.93,2018-08-23 02:00:00,True,4641.53
8.95,3,8,23,3,0,0,0,0,-0.5248373,-0.01151671,15.875,47.66,0.0,1016.5,66.6,7.516,2018-08-23 03:00:00,True,4342.26
8.97,3,8,23,3,0,0,0,0,-0.95800346,0.15317625,15.93,45.4,0.0,1016.5,100.0,5.0,2018-08-23 04:00:00,True,4239.76
17.41,3,8,23,3,0,0,0,0,1.2008723,0.047159836,15.53,49.25,0.0,1016.5,100.0,7.074,2018-08-23 05:00:00,True,4339.4
65.04,3,8,23,3,0,0,0,0,0.2570932,0.020513775,15.125,51.06,0.0,1017.0,40.8,7.637,2018-08-23 06:00:00,True,4868.09
160.33,3,8,23,3,0,0,0,0,0.052666783,0.12318677,13.78,77.06,0.0,1017.0,33.9,3.22,2018-08-23 07:00:00,True,5938.65
98.57,3,8,23,3,0,0,0,0,-0.088277176,0.21058042,12.93,59.5,0.0,1018.0,41.4,1.298,2018-08-23 08:00:00,True,6493.1
78.11,3,8,23,3,0,0,0,0,-0.15006484,0.042455252,10.78,72.25,0.0,1019.0,46.2,5.508,2018-08-23 09:00:00,True,6248.55
66.41,3,8,23,3,0,0,0,0,-0.08936163,0.27514616,10.08,75.2,0.0,1019.0,43.2,6.164,2018-08-23 10:00:00,True,5810.94
71.18,3,8,23,3,0,0,0,0,0.46339148,0.0916497,9.18,78.2,0.0,1019.5,25.8,6.215,2018-08-23 11:00:00,True,5407.64
75.25,3,8,23,3,0,0,0,0,-0.24060318,0.014276718,7.977,85.1,0.0,1020.0,21.9,6.29,2018-08-23 12:00:00,True,5194.23
79.71,3,8,23,3,0,0,0,0,-0.041866906,0.09844165,6.227,89.5,0.0,1020.0,19.5,6.926,2018-08-23 13:00:00,True,5192.26
89.81,3,8,23,3,0,0,0,0,0.5508063,-0.06321755,5.88,90.44,0.0,1020.0,11.7,7.09,2018-08-23 14:00:00,True,5295.7
82.27,3,8,23,3,0,0,0,0,-0.53601503,0.1417541,4.727,92.94,0.0,1020.0,8.1,6.637,2018-08-23 15:00:00,True,5366.78
87.64,3,8,23,3,0,0,0,0,-0.9559221,0.06301399,3.678,94.8,0.0,1020.0,12.0,7.56,2018-08-23 16:00:00,True,5400.42
94.95,3,8,23,3,0,0,0,0,1.1919943,0.08103868,3.379,95.2,0.0,1020.0,12.0,6.88,2018-08-23 17:00:00,True,5816.08
101.01,3,8,23,3,0,0,0,0,0.2494939,0.074227355,2.979,95.1,0.0,1020.0,0.9,6.926,2018-08-23 18:00:00,True,6312.61
290.0,3,8,23,3,0,0,0,0,0.054741994,0.15116453,2.678,95.8,0.0,1020.0,0.9,5.4,2018-08-23 19:00:00,True,6655.6
113.42,3,8,23,3,0,0,0,0,-0.0904475,-0.006155779,2.578,95.8,0.0,1021.0,0.9,4.023,2018-08-23 20:00:00,True,6470.21
107.0,3,8,23,3,0,0,0,0,-0.15189403,0.2973932,2.328,96.1,0.0,1021.5,0.9,3.672,2018-08-23 21:00:00,True,6255.08
90.07,3,8,23,3,0,0,0,0,-0.08211963,0.21433578,4.727,91.3,0.0,1022.5,0.9,5.242,2018-08-23 22:00:00,True,5907.18
87.0,3,8,23,3,0,0,0,0,0.45763284,0.11242863,8.58,77.8,0.0,1023.0,0.9,1.484,2018-08-23 23:00:00,True,5429.96
88.28,4,8,24,3,0,0,0,0,-0.23853216,0.13958843,10.43,72.2,0.0,1022.5,0.9,1.8,2018-08-24 00:00:00,True,5523.35
82.99,4,8,24,3,0,0,0,0,-0.075796105,0.17920522,12.58,66.2,0.0,1022.5,0.0,3.416,2018-08-24 01:00:00,True,5147.77
75.57,4,8,24,3,0,0,0,0,0.5168809,0.008382616,14.03,61.66,0.0,1022.0,0.0,4.453,2018-08-24 02:00:00,True,4828.97
66.23,4,8,24,3,0,0,0,0,-0.50872546,0.07095151,14.83,57.34,0.0,1021.0,0.0,6.88,2018-08-24 03:00:00,True,4579.95
63.48,4,8,24,3,0,0,0,0,-0.9510316,0.030993575,14.93,55.06,0.0,1021.0,0.0,7.594,2018-08-24 04:00:00,True,4504.88
57.51,4,8,24,3,0,0,0,0,1.2211702,0.17538375,14.83,52.6,0.0,1020.5,0.0,8.48,2018-08-24 05:00:00,True,4578.52
76.8,4,8,24,3,0,0,0,0,0.2982408,0.18070821,14.48,54.0,0.0,1020.5,0.0,10.83,2018-08-24 06:00:00,True,5050.96
132.99,4,8,24,3,0,0,0,0,0.09199962,0.11102813,12.83,63.3,0.0,1020.5,0.0,8.21,2018-08-24 07:00:00,True,6053.65
120.21,4,8,24,3,0,0,0,0,-0.07218975,-3.2102067e-05,8.33,84.25,0.0,1021.0,0.0,9.88,2018-08-24 08:00:00,True,6598.67
88.52,4,8,24,3,0,0,0,0,-0.15440814,0.16317485,9.875,75.6,0.0,1021.5,0.0,6.13,2018-08-24 09:00:00,True,6341.42
91.7,4,8,24,3,0,0,0,0,-0.12325902,0.036969166,9.53,78.0,0.0,1022.0,0.0,2.16,2018-08-24 10:00:00,True,5924.0
90.69,4,8,24,3,0,0,0,0,0.52300036,0.03293079,7.33,85.3,0.0,1021.5,0.0,3.076,2018-08-24 11:00:00,True,5477.26
75.56,4,8,24,3,0,0,0,0,-0.24010637,0.03385355,5.527,91.0,0.0,1021.5,0.0,5.805,2018-08-24 12:00:00,True,5138.47
64.54,4,8,24,3,0,0,0,0,-0.07710798,0.16847987,4.527,90.0,0.0,1021.0,0.0,6.29,2018-08-24 13:00:00,True,4947.79
70.6,4,8,24,3,0,0,0,0,0.529475,0.16088915,4.68,86.56,0.0,1021.0,0.0,5.316,2018-08-24 14:00:00,True,4915.05
72.19,4,8,24,3,0,0,0,0,-0.5384181,0.12355321,3.979,88.06,0.0,1020.5,0.0,4.805,2018-08-24 15:00:00,True,4847.21
74.47,4,8,24,3,0,0,0,0,-0.95486414,0.19012623,2.879,91.2,0.0,1020.0,0.0,4.9,2018-08-24 16:00:00,True,4988.63
91.33,4,8,24,3,0,0,0,0,1.1959677,0.16069837,2.277,92.75,0.0,1019.5,0.0,5.35,2018-08-24 17:00:00,True,5352.7
101.59,4,8,24,3,0,0,0,0,0.2817342,0.08433566,1.678,94.06,0.0,1019.5,0.0,5.508,2018-08-24 18:00:00,True,5905.81
247.91,4,8,24,3,0,0,0,0,0.10350698,0.26142308,1.978,94.1,0.0,1019.5,0.0,4.68,2018-08-24 19:00:00,True,6214.01
129.63,4,8,24,3,0,0,0,0,-0.07609764,0.36366257,1.828,94.06,0.0,1019.5,0.0,5.4,2018-08-24 20:00:00,True,6128.74
104.23,4,8,24,3,0,0,0,0,-0.15714842,0.1328585,1.428,94.44,0.0,1020.0,0.0,6.12,2018-08-24 21:00:00,True,5943.42
105.26,4,8,24,3,0,0,0,0,-0.09632276,0.06834068,4.63,88.75,0.0,1020.5,0.0,5.805,2018-08-24 22:00:00,True,5729.4
102.09,4,8,24,3,0,0,0,0,0.5132624,0.077357635,8.53,76.75,0.0,1020.5,0.0,1.61,2018-08-24 23:00:00,True,5425.19
120.55,5,8,25,3,1,0,0,0,-0.23963416,0.1742812,10.33,71.6,0.0,1020.0,0.0,3.076,2018-08-25 00:00:00,True,5457.51
99.6,5,8,25,3,1,0,0,0,-0.07818259,0.11631328,12.53,67.3,0.0,1019.5,0.0,2.305,2018-08-25 01:00:00,True,5110.58
81.45,5,8,25,3,1,0,0,0,0.5310472,0.17877376,14.03,62.1,0.0,1018.5,0.0,2.277,2018-08-25 02:00:00,True,4740.61
70.51,5,8,25,3,1,0,0,0,-0.5450384,0.15748759,14.98,56.4,0.0,1017.0,0.0,3.076,2018-08-25 03:00:00,True,4473.38
74.88,5,8,25,3,1,0,0,0,-0.95394576,0.10097897,15.375,54.97,0.0,1016.5,0.0,5.86,2018-08-25 04:00:00,True,4371.7
75.6,5,8,25,3,1,0,0,0,1.1906126,0.11975018,15.125,57.22,0.0,1016.0,0.0,8.67,2018-08-25 05:00:00,True,4383.27
72.13,5,8,25,3,1,0,0,0,0.2795952,0.12496095,13.98,58.34,0.0,1015.5,0.0,11.305,2018-08-25 06:00:00,True,4544.15
100.13,5,8,25,3,1,0,0,0,0.10740858,0.07706675,12.23,67.0,0.0,1016.0,0.0,7.93,2018-08-25 07:00:00,True,4977.1
169.64,5,8,25,3,1,0,0,0,-0.076640636,0.06357188,9.68,79.06,0.0,1016.5,0.0,7.29,2018-08-25 08:00:00,True,5313.72
187.88,5,8,25,3,1,0,0,0,-0.15749586,0.26634225,9.98,77.25,0.0,1016.5,0.9,5.637,2018-08-25 09:00:00,True,5249.71
108.59,5,8,25,3,1,0,0,0,-0.09180209,-0.0047903755,7.88,86.3,0.0,1017.0,4.5,4.336,2018-08-25 10:00:00,True,5009.5
105.16,5,8,25,3,1,0,0,0,0.5111717,0.0077681392,6.38,92.7,0.0,1017.0,20.7,5.156,2018-08-25 11:00:00,True,4670.76
96.04,5,8,25,3,1,0,0,0,-0.23763362,-0.098974764,7.277,93.06,0.0,1017.0,55.8,2.037,2018-08-25 12:00:00,True,4381.39
81.85,5,8,25,3,1,0,0,0,-0.07918515,0.06681796,6.13,93.94,0.0,1017.0,79.2,2.545,2018-08-25 13:00:00,True,4182.38
82.47,5,8,25,3,1,0,0,0,0.5343414,0.07892244,5.527,95.25,0.0,1016.5,17.1,4.695,2018-08-25 14:00:00,True,3795.16
107.0,5,8,25,3,1,0,0,0,-0.5560999,0.12308351,4.43,96.9,0.0,1016.5,3.6,6.61,2018-08-25 15:00:00,True,4143.05
91.42,5,8,25,3,1,0,0,0,-0.9520838,0.0809556,3.678,100.0,0.0,1016.0,2.7,5.484,2018-08-25 16:00:00,True,4350.71
98.17,5,8,25,3,1,0,0,0,1.1808413,0.1343618,3.729,100.0,0.0,1015.5,66.6,4.68,2018-08-25 17:00:00,True,4759.18
175.76,5,8,25,3,1,0,0,0,0.274473,0.11392204,4.08,99.6,0.0,1015.5,90.0,5.016,2018-08-25 18:00:00,True,5321.79
290.0,5,8,25,3,1,0,0,0,0.11257155,0.15578704,4.58,100.0,0.0,1015.5,90.0,4.105,2018-08-25 19:00:00,True,5780.43
120.27,5,8,25,3,1,0,0,0,-0.078979045,0.1037628,4.93,99.6,0.0,1015.5,89.1,4.844,2018-08-25 20:00:00,True,5584.65
116.39,5,8,25,3,1,0,0,0,-0.15717234,0.31324396,5.13,98.25,0.0,1016.0,90.0,5.496,2018-08-25 21:00:00,True,5418.86
113.7,5,8,25,3,1,0,0,0,-0.08442197,-0.016539117,6.33,94.94,0.0,1016.5,90.0,7.56,2018-08-25 22:00:00,True,5297.52
102.55,5,8,25,3,1,0,0,0,0.5050924,-0.041268837,7.977,88.1,0.0,1017.0,86.4,11.18,2018-08-25 23:00:00,True,5043.83
119.14,6,8,26,3,1,0,0,0,-0.23636784,0.0011435101,9.78,81.56,0.0,1016.0,10.8,5.35,2018-08-26 00:00:00,True,5181.41
113.87,6,8,26,3,1,0,0,0,-0.07853794,0.027204951,12.03,70.0,0.0,1016.0,21.9,7.863,2018-08-26 01:00:00,True,4851.78
92.92,6,8,26,3,1,0,0,0,0.53638023,0.12322673,13.375,63.88,0.0,1015.5,37.8,9.836,2018-08-26 02:00:00,True,4537.4
93.74,6,8,26,3,1,0,0,0,-0.5600182,0.063115776,14.98,51.75,0.0,1014.5,86.7,12.24,2018-08-26 03:00:00,True,4223.27
91.3,6,8,26,3,1,0,0,0,-0.9519222,0.18206882,15.33,52.0,0.0,1014.0,100.0,18.33,2018-08-26 04:00:00,True,4088.81
69.39,6,8,26,3,1,0,0,0,1.1781102,-0.116604716,14.48,58.06,0.0,1014.5,100.0,20.67,2018-08-26 05:00:00,True,4076.84
74.78,6,8,26,3,1,0,0,0,0.27090132,0.34773174,13.23,68.6,0.0,1015.0,100.0,11.27,2018-08-26 06:00:00,True,4173.75
85.03,6,8,26,3,1,0,0,0,0.11227615,-0.011338134,13.28,69.8,0.0,1015.0,100.0,7.28,2018-08-26 07:00:00,True,4469.97
101.76,6,8,26,3,1,0,0,0,-0.07980242,0.29145056,11.78,78.56,0.2,1016.0,100.0,18.95,2018-08-26 08:00:00,True,4710.96
184.5,6,8,26,3,1,0,0,0,-0.15673347,0.013155383,10.48,86.8,0.2,1017.5,100.0,21.28,2018-08-26 09:00:00,True,4806.18
208.09,6,8,26,3,1,0,0,0,-0.08155184,0.1566811,10.125,83.06,0.0,1019.0,100.0,19.34,2018-08-26 10:00:00,True,4767.09
102.31,6,8,26,3,1,0,0,0,0.5020251,-0.02684058,9.625,80.75,0.0,1020.0,100.0,18.84,2018-08-26 11:00:00,True,4413.58
66.45,6,8,26,3,1,0,0,0,-0.2371811,-0.0024376076,8.98,84.3,0.1,1019.5,57.9,16.12,2018-08-26 12:00:00,True,4128.06
41.88,6,8,26,3,1,0,0,0,-0.078596786,0.023450315,8.625,81.75,0.0,1020.0,21.3,13.39,2018-08-26 13:00:00,True,3915.26
15.56,6,8,26,3,1,0,0,0,0.5351728,0.023126556,7.43,88.4,0.0,1020.0,36.3,9.695,2018-08-26 14:00:00,True,3792.14
41.75,6,8,26,3,1,0,0,0,-0.55667096,0.18269433,6.727,92.4,0.0,1020.5,38.4,10.83,2018-08-26 15:00:00,True,3951.6
87.55,6,8,26,3,1,0,0,0,-0.95229673,0.14698917,6.38,92.06,0.0,1020.5,47.7,10.586,2018-08-26 16:00:00,True,4357.83
106.29,6,8,26,3,1,0,0,0,1.1804903,0.13057521,6.277,89.8,0.0,1020.5,67.2,11.63,2018-08-26 17:00:00,True,4977.49
156.41,6,8,26,3,1,0,0,0,0.2731585,0.28262496,6.727,85.25,0.0,1020.5,63.6,10.97,2018-08-26 18:00:00,True,5496.3
230.71,6,8,26,3,1,0,0,0,0.11162233,0.1530822,6.88,79.8,0.0,1021.5,64.8,9.53,2018-08-26 19:00:00,True,5778.45
117.83,6,8,26,3,1,0,0,0,-0.07956907,-0.108446695,7.277,72.06,0.0,1022.0,18.0,12.016,2018-08-26 20:00:00,True,5606.09
105.59,6,8,26,3,1,0,0,0,-0.1565135,0.10652262,6.58,72.44,0.0,1022.5,63.0,10.49,2018-08-26 21:00:00,True,5390.78
87.23,6,8,26,3,1,0,0,0,-0.08370279,0.35747528,8.93,61.75,0.0,1023.5,72.9,15.16,2018-08-26 22:00:00,True,5052.27
85.29,6,8,26,3,1,0,0,0,0.50423884,0.22343373,10.08,58.2,0.0,1024.0,31.8,17.42,2018-08-26 23:00:00,True,4768.46
88.65,0,8,27,3,0,0,0,0,-0.24010934,0.05182798,10.125,60.5,0.0,1024.0,54.9,16.86,2018-08-27 00:00:00,True,4902.28
84.05,0,8,27,3,0,0,0,0,-0.07825648,0.0040993392,10.875,56.75,0.0,1024.0,78.3,17.16,2018-08-27 01:00:00,True,4609.09
79.16,0,8,27,3,0,0,0,0,0.5272093,0.15014295,11.33,52.6,0.1,1024.0,86.4,18.45,2018-08-27 02:00:00,True,4315.5
68.07,0,8,27,3,0,0,0,0,-0.53610516,0.008244306,11.18,57.22,0.2,1024.0,52.5,19.17,2018-08-27 03:00:00,True,4072.14
62.5,0,8,27,3,0,0,0,0,-0.9537095,-0.020099476,11.23,57.66,0.1,1023.5,70.2,18.42,2018-08-27 04:00:00,True,4048.86
57.81,0,8,27,3,0,0,0,0,1.1983092,0.24079275,11.03,57.2,0.0,1023.5,61.5,18.17,2018-08-27 05:00:00,True,4149.09
68.11,0,8,27,3,0,0,0,0,0.28511906,0.3269035,10.93,54.2,0.0,1023.5,64.5,16.34,2018-08-27 06:00:00,True,4666.78
168.3,0,8,27,3,0,0,0,0,0.10534282,0.3109536,10.33,57.22,0.0,1023.5,70.2,14.766,2018-08-27 07:00:00,True,5695.35
124.35,0,8,27,3,0,0,0,0,-0.074716,0.26453125,8.78,71.4,0.0,1024.0,56.4,11.875,2018-08-27 08:00:00,True,6335.58
88.21,0,8,27,3,0,0,0,0,-0.15781389,0.035240233,7.777,77.7,0.0,1024.0,43.5,8.29,2018-08-27 09:00:00,True,6205.29
80.73,0,8,27,3,0,0,0,0,-0.09930311,0.2096204,6.88,82.4,0.0,1025.0,35.7,6.926,2018-08-27 10:00:00,True,5804.59
83.57,0,8,27,3,0,0,0,0,0.5153295,0.027350688,6.08,85.2,0.0,1025.0,35.4,6.617,2018-08-27 11:00:00,True,5559.26
81.9,0,8,27,3,0,0,0,0,-0.24033289,-0.04506734,4.977,89.7,0.0,1025.0,16.2,8.85,2018-08-27 12:00:00,True,5337.54
82.59,0,8,27,3,0,0,0,0,-0.07922498,0.06414006,3.479,90.56,0.0,1025.0,22.8,9.03,2018-08-27 13:00:00,True,5297.16
88.31,0,8,27,3,0,0,0,0,0.5229757,0.35894194,2.928,91.5,0.0,1024.0,36.6,7.895,2018-08-27 14:00:00,True,5366.21
90.44,0,8,27,3,0,0,0,0,-0.5292755,0.021058649,3.129,91.2,0.0,1024.0,36.3,3.545,2018-08-27 15:00:00,True,5335.09
90.99,0,8,27,3,0,0,0,0,-0.9520333,0.2055753,2.678,93.8,0.0,1024.0,28.5,5.04,2018-08-27 16:00:00,True,5445.77
104.61,0,8,27,3,0,0,0,0,1.2045257,0.047394007,2.027,96.8,0.0,1023.5,15.9,5.156,2018-08-27 17:00:00,True,5894.68
192.2,0,8,27,3,0,0,0,0,0.2909134,0.17100148,1.128,99.3,0.0,1023.0,6.9,3.672,2018-08-27 18:00:00,True,6534.66
177.28,0,8,27,3,0,0,0,0,0.105502784,0.0053099,0.278,99.25,0.0,1023.0,90.0,2.16,2018-08-27 19:00:00,True,6939.62
128.08,0,8,27,3,0,0,0,0,-0.072822675,0.41943368,-0.372,99.25,0.0,1023.5,90.0,2.19,2018-08-27 20:00:00,True,6754.0
117.16,0,8,27,3,0,0,0,0,-0.15830503,0.17085122,0.128,99.25,0.0,1023.5,90.0,2.88,2018-08-27 21:00:00,True,6453.01
102.21,0,8,27,3,0,0,0,0,-0.10661813,0.32144293,2.527,93.44,0.0,1024.0,1.5,5.96,2018-08-27 22:00:00,True,6009.02
100.36,0,8,27,3,0,0,0,0,0.51883984,0.06847412,5.68,80.75,0.0,1023.5,0.0,2.742,2018-08-27 23:00:00,True,5458.8
102.4,1,8,28,3,0,0,0,0,-0.24037656,0.055555064,7.977,74.56,0.0,1023.0,2.1,1.298,2018-08-28 00:00:00,True,5546.94
96.76,1,8,28,3,0,0,0,0,-0.07937813,-0.093347274,9.98,62.88,0.0,1022.5,46.2,6.035,2018-08-28 01:00:00,True,5210.98
93.0,1,8,28,3,0,0,0,0,0.5231711,0.049506452,10.375,58.06,0.1,1022.0,100.0,9.36,2018-08-28 02:00:00,True,4876.58
62.61,1,8,28,3,0,0,0,0,-0.5300594,0.36934707,10.28,59.9,0.0,1021.0,99.3,12.07,2018-08-28 03:00:00,True,4630.54
60.12,1,8,28,3,0,0,0,0,-0.95201445,0.16796906,10.625,54.9,0.0,1021.0,88.5,12.23,2018-08-28 04:00:00,True,4581.83
68.6,1,8,28,3,0,0,0,0,1.2037854,0.28310472,10.375,55.4,0.0,1020.5,94.5,12.24,2018-08-28 05:00:00,True,4650.2
94.14,1,8,28,3,0,0,0,0,0.29066956,0.044370953,10.33,55.8,0.0,1020.0,78.0,9.88,2018-08-28 06:00:00,True,5179.14
212.34,1,8,28,3,0,0,0,0,0.106020704,0.04834803,9.58,63.7,0.0,1020.0,51.9,10.164,2018-08-28 07:00:00,True,6233.4
180.37,1,8,28,3,0,0,0,0,-0.072852656,0.08380184,7.477,77.94,0.0,1020.0,20.4,7.09,2018-08-28 08:00:00,True,6784.5
107.0,1,8,28,3,0,0,0,0,-0.15844986,0.083278395,5.777,87.9,0.0,1020.0,6.6,7.29,2018-08-28 09:00:00,True,6566.38
96.35,1,8,28,3,0,0,0,0,-0.105954506,0.078613855,5.88,82.8,0.0,1020.5,2.7,9.42,2018-08-28 10:00:00,True,6156.75
84.59,1,8,28,3,0,0,0,0,0.51867336,0.03232311,5.18,76.44,0.0,1020.5,0.9,10.3,2018-08-28 11:00:00,True,5802.25
